site_id,gid,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,the_geom,city,state,country,elevation,lat,lng,region,BA,ann_capacity
23910,23911,1.0,1,16.0,10.02,0.485,0101000020E61000007651F4C0C7245DC0E65AB4006DF74040,,California,United States,,33.933014,-116.574692,33,p10,7.76
24046,24047,0.6343,2,12.0,9.69,0.622,0101000020E6100000EA42ACFE08305DC0F9BA0CFFE9F44040,,California,United States,,33.913391,-116.750549,33,p10,7.464
24052,24053,0.8691,1,14.0,10.61,0.532,0101000020E6100000C576F700DD275DC0D7DF12807FF84040,,California,United States,,33.941391,-116.622864,33,p10,7.448
23635,23636,1.0,1,16.0,9.56,0.464,0101000020E61000007A36AB3E57215DC04DD7135D17F44040,,California,United States,,33.906963,-116.52095,33,p10,7.424
24185,24186,1.0,2,16.0,9.33,0.463,0101000020E6100000B9E00CFE7E255DC0309B00C3F2FB4040,,California,United States,,33.968346,-116.585876,33,p10,7.408
23900,23901,0.9751,2,16.0,8.23,0.463,0101000020E610000002F1BA7EC1335DC0373811FDDAF04040,,California,United States,,33.881683,-116.808685,33,p10,7.408
24174,24175,1.0,2,16.0,8.21,0.461,0101000020E6100000D3BEB9BF7A345DC0941799805FF54040,,California,United States,,33.916977,-116.819992,33,p10,7.376
23906,23907,0.7431,1,12.0,11.02,0.602,0101000020E610000065A6B4FE962B5DC07EAB75E272F44040,,California,United States,,33.909756,-116.681091,33,p10,7.224
24042,24043,0.9926,2,16.0,8.24,0.45,0101000020E6100000389ECF807A355DC063D009A183F24040,,California,United States,,33.894642,-116.835602,33,p10,7.2
23899,23900,0.9497,2,16.0,8.3,0.448,0101000020E61000000327DBC01D355DC0F6CFD38041F04040,,California,United States,,33.876999,-116.829941,33,p10,7.168
23632,23633,0.8226,1,14.0,10.41,0.511,0101000020E6100000817B9E3F6D255DC03D65355D4FF24040,,California,United States,,33.893047,-116.584793,33,p10,7.154
24311,24312,1.0,2,16.0,8.06,0.447,0101000020E61000000936AE7FD7345DC03659A31EA2F74040,,California,United States,,33.934635,-116.825653,33,p10,7.152
31571,31572,0.992,2,16.0,8.2,0.447,0101000020E61000003065E08096325DC04E0D349F737B4140,,California,United States,,34.964466,-116.790436,33,p10,7.152
32575,32576,0.8879,2,16.0,8.48,0.445,0101000020E61000002635B401D83D5DC0124E0B5EF4894140,,California,United States,,35.07777,-116.966309,33,p10,7.12
32704,32705,0.9988,2,16.0,8.29,0.444,0101000020E6100000F8C3CF7F0F3A5DC07E7214200A8E4140,,California,United States,,35.109684,-116.907196,33,p10,7.104
32966,32967,0.9751,2,16.0,8.18,0.444,0101000020E6100000ED9925016A395DC0895DDBDB2D934140,,California,United States,,35.149837,-116.897095,33,p10,7.104
32965,32966,0.9733,2,16.0,8.27,0.443,0101000020E6100000AFB321FFCC3A5DC0D9B5BDDD92924140,,California,United States,,35.145107,-116.918762,33,p10,7.088
24184,24185,0.7595,2,14.0,9.96,0.501,0101000020E610000072361D01DC265DC00D18247D5AFB4040,,California,United States,,33.963699,-116.607178,33,p10,7.014
32841,32842,1.0,2,16.0,8.08,0.438,0101000020E6100000ADC266800B395DC00569C6A2E9904140,,California,United States,,35.13213,-116.891327,33,p10,7.008
24321,24322,1.0,2,16.0,8.74,0.437,0101000020E6100000EF8D210038275DC0F148BC3C9DFD4040,,California,United States,,33.981361,-116.612793,33,p10,6.992
32444,32445,0.9976,2,16.0,8.35,0.436,0101000020E6100000CDACA580B43A5DC066D993C0E6884140,,California,United States,,35.069542,-116.917267,33,p10,6.976
32318,32319,0.9197,2,16.0,8.14,0.435,0101000020E6100000FBAE08FEB73B5DC061C1FD8007864140,,California,United States,,35.047104,-116.933105,33,p10,6.96
33081,33082,1.0,2,16.0,8.23,0.434,0101000020E61000000D8AE6012C3B5DC06E15C440D7944140,,California,United States,,35.162819,-116.924561,33,p10,6.944
32840,32841,1.0,2,16.0,8.26,0.432,0101000020E6100000FAB48AFED03B5DC092AE997CB38F4140,,California,United States,,35.122665,-116.934631,33,p10,6.912
33220,33221,1.0,2,16.0,8.11,0.432,0101000020E6100000556D37C137335DC00B7E1B62BC9A4140,,California,United States,,35.208874,-116.800278,33,p10,6.912
32190,32191,1.0,2,16.0,7.93,0.431,0101000020E6100000250516C094385DC03F1C2444F9844140,,California,United States,,35.038857,-116.884079,33,p10,6.896
31700,31701,0.909,2,16.0,8.13,0.43,0101000020E6100000EE5D83BEF4325DC0E36C3A02B87D4140,,California,United States,,34.982178,-116.796188,33,p10,6.88
15818,15819,0.8886,1,16.0,9.7,0.43,0101000020E61000003B8908FF22055DC0EEB1F4A10B5A4040,,California,United States,,32.70348,-116.080261,33,p10,6.88
32577,32578,1.0,2,16.0,8.1,0.429,0101000020E610000082AB3C81B0395DC06BF12900C68B4140,,California,United States,,35.09198,-116.901398,33,p10,6.864
33352,33353,0.9051,2,16.0,8.31,0.428,0101000020E6100000B62BF4C132325DC04BC8073D9B9D4140,,California,United States,,35.2313,-116.784348,33,p10,6.848
33215,33216,1.0,2,16.0,8.22,0.428,0101000020E61000003FAA61BF273A5DC0677FA0DCB6974140,,California,United States,,35.185268,-116.908676,33,p10,6.848
33214,33215,1.0,2,16.0,8.22,0.428,0101000020E610000083A279008B3B5DC00475CAA31B974140,,California,United States,,35.180531,-116.930359,33,p10,6.848
24186,24187,1.0,2,16.0,8.58,0.428,0101000020E61000008369183E22245DC083A279008BFC4040,,California,United States,,33.972992,-116.56459,33,p10,6.848
24178,24179,0.6633,1,12.0,9.93,0.569,0101000020E61000004F22C2BF082F5DC0E8120EBDC5F74040,,California,United States,,33.935722,-116.734909,33,p10,6.828
32191,32192,1.0,2,16.0,7.8,0.426,0101000020E6100000344DD87E32375DC0AED4B32094854140,,California,United States,,35.043583,-116.862457,33,p10,6.816
