site_id,gid,fraction_of_usable_area,power_curve,capacity,wind_speed,capacity_factor,the_geom,city,state,country,elevation,lat,lng,region,BA,ann_capacity
19362,19363,1.0,3,16.0,5.83,0.243,0101000020E610000043C879FF1F295DC0F4E159828C924040,,California,United States,,33.144913,-116.642578,32,p11,3.888
18997,18998,0.882,3,16.0,5.38,0.24,0101000020E610000018B49080D10F5DC05D88D51F61964040,,California,United States,,33.174839,-116.247162,32,p11,3.84
15646,15647,0.7014,3,12.0,6.64,0.308,0101000020E61000007521567F84185DC09032E202D04C4040,,California,United States,,32.600098,-116.383087,32,p11,3.696
15651,15652,0.3965,1,8.0,9.13,0.461,0101000020E6100000960854FF20075DC05D88D51F61544040,,California,United States,,32.659214,-116.111389,32,p11,3.688
15995,15996,0.433,2,8.0,9.32,0.45,0101000020E6100000471FF30181085DC0BADA8AFD655D4040,,California,United States,,32.729675,-116.132874,32,p11,3.6
18495,18496,0.4472,3,8.0,7.93,0.445,0101000020E6100000BC07E8BE9C225DC0EE2422FC8B844040,,California,United States,,33.035522,-116.540817,32,p11,3.56
20077,20078,1.0,3,16.0,4.78,0.221,0101000020E610000001FA7DFFE62A5DC08FE4F21FD29D4040,,California,United States,,33.232975,-116.670349,32,p11,3.536
19228,19229,1.0,3,16.0,4.9,0.221,0101000020E6100000A77A32FFE8155DC02332ACE28D984040,,California,United States,,33.19183,-116.342346,32,p11,3.536
18998,18999,0.786,3,14.0,5.47,0.248,0101000020E6100000103FFF3D780E5DC0E17B7F83F6964040,,California,United States,,33.179398,-116.226089,32,p11,3.472
19110,19111,1.0,3,16.0,5.03,0.216,0101000020E6100000E42D573F36145DC0A4A7C821E2964040,,California,United States,,33.178776,-116.315811,32,p11,3.456
18996,18997,0.8595,3,14.0,5.5,0.243,0101000020E61000009D4A06802A115DC0D9942BBCCB954040,,California,United States,,33.17028,-116.268219,32,p11,3.402
19106,19107,1.0,3,16.0,4.89,0.21,0101000020E6100000A58636001B2B5DC097749483D98C4040,,California,United States,,33.100388,-116.673523,32,p11,3.36
18358,18359,0.4953,2,8.0,8.07,0.414,0101000020E61000004910AE8042225DC07B336ABE4A824040,,California,United States,,33.017906,-116.535309,32,p11,3.312
19109,19110,0.6296,3,12.0,5.75,0.255,0101000020E6100000ECA2E8818F155DC0EB724A404C964040,,California,United States,,33.174202,-116.336884,32,p11,3.06
18993,18994,0.5062,3,10.0,6.72,0.306,0101000020E61000004A0D6D0036155DC0B3B3E89D0A944040,,California,United States,,33.156574,-116.331421,32,p11,3.06
19115,19116,0.955,3,16.0,4.69,0.187,0101000020E6100000751E15FF770D5DC08BC3995FCD994040,,California,United States,,33.20158,-116.210449,32,p11,2.992
19501,19502,1.0,3,16.0,4.85,0.183,0101000020E61000000D8AE6012C2C5DC009A52F849C934040,,California,United States,,33.153214,-116.690186,32,p11,2.928
19229,19230,1.0,3,16.0,4.18,0.177,0101000020E610000087C3D2C08F145DC0D0B8702024994040,,California,United States,,33.196415,-116.321274,32,p11,2.832
